Number,NumberInFile,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,ImageNumber,Concentration,Channel
917,86,5271,3158.887,923.884,944,8432,1017.92,389.597,1020.04,388.525,290.489,974,353,92,83,91.329,73.484,33.513,0.785,102.303,16650496,3008,1.781,6.876,100,16650496,3,987,433,39.447,75.689,1.243,0.805,0.934,2665,3e-05,a
918,87,3805,4484.621,1131.863,1392,8432,540.771,405.759,541.891,406.162,254.526,497,362,81,80,88.956,54.462,38.853,0.738,95.603,17063984,4240,0.589,0.106,100,17063984,3,514,438,52.651,57.585,1.633,0.612,0.921,2665,3e-05,a
919,88,4944,3735.696,779.977,976,8384,1091.013,409.985,1091.452,409.659,279.344,1055,363,69,100,93.816,67.099,106.317,0.796,107.331,18469280,3744,0.162,3.684,100,18469280,3,1068,367,116.565,68.529,1.398,0.715,0.94,2665,3e-05,a
920,89,3942,3314.232,701.56,1024,6896,333.363,420.606,333.079,420.931,288.738,298,364,73,117,109.284,45.927,65.801,0.594,121.297,13064704,3264,0.368,2.631,100,13064704,3,309,481,74.703,54.98,2.379,0.42,0.897,2665,3e-05,a
921,90,4985,3335.504,577.79,992,5600,1155.314,410.046,1156.021,409.776,308.233,1117,366,82,97,97.322,65.218,55.208,0.659,118.068,16627488,3264,-0.134,1.737,100,16627488,3,1117,463,51.189,77.763,1.492,0.67,0.852,2665,3e-05,a
922,91,5209,3765.019,843.987,1136,8160,411.807,420.503,412.556,421.502,335.905,364,367,88,114,100.57,65.947,102.766,0.58,116.932,19611984,3680,0.585,1.335,100,19611984,3,364,395,138.814,84.732,1.525,0.656,0.786,2665,3e-05,a
923,92,3210,3559.571,940.583,1024,8256,145.648,404.159,147.911,406.243,266.023,96,371,105,63,82.429,49.583,165.209,0.57,108.931,11426224,3424,0.167,1.002,100,11426224,3,96,384,164.56,59.547,1.662,0.602,0.815,2665,3e-05,a
924,93,2305,4182.157,1522.781,1152,10400,606.7,399.977,608.251,398.326,191.178,574,373,63,53,63.857,45.959,158.932,0.793,68.768,9639872,3936,0.79,1.069,100,9639872,3,577,380,139.128,52.388,1.389,0.72,0.916,2665,3e-05,a
925,94,4699,3248.044,653.049,1024,6480,1210.921,424.383,1211.226,424.232,291.288,1166,375,92,104,111.408,53.703,55.865,0.696,114.543,15262560,3152,0.411,2.078,100,15262560,3,1187,479,65.225,57.062,2.075,0.482,0.918,2665,3e-05,a
926,95,2305,4090.391,903.729,1200,7984,691.268,424.794,691.275,425.586,229.69,662,376,56,89,99.623,29.459,66.123,0.549,101.71,9428352,3984,0.187,1.55,100,9428352,3,665,464,59.906,35.871,3.382,0.296,0.892,2665,3e-05,a
927,96,4766,3918.412,1055.763,1216,8432,465.88,426.199,468.154,424.395,270.701,430,379,83,93,84.587,71.74,92.044,0.817,94.048,18675152,3664,0.92,0.746,100,18675152,3,449,379,98.561,72.943,1.179,0.848,0.951,2665,3e-05,a
928,97,1938,4359.728,810.288,1152,8944,658.355,421.399,658.401,421.239,185.934,629,391,62,59,64.426,38.3,43.907,0.704,75.928,8449152,4336,-0.071,5.538,100,8449152,3,633,440,40.192,41.588,1.682,0.594,0.957,2665,3e-05,a
929,98,4343,3559.924,833.669,1280,7424,1248.718,457.007,1250.837,457.099,273.308,1196,407,83,84,87.658,63.082,55.665,0.731,99.569,15460752,3424,0.763,0.417,100,15460752,3,1196,478,33.53,71.597,1.39,0.72,0.949,2665,3e-05,a
930,99,3271,4694.961,1401.346,1184,9824,181.851,446.907,183.198,447.387,264.606,130,414,88,73,73.541,56.632,161.32,0.587,92.087,15357216,4432,0.672,0.646,100,15357216,3,130,435,145.62,62.87,1.299,0.77,0.873,2665,3e-05,a
931,100,7080,3166.099,758.86,1072,7488,369.507,479.671,369.442,481.775,345.243,310,420,117,108,101.24,89.041,148.428,0.746,117.017,22415984,3040,0.962,1.433,100,22415984,3,310,483,0.979,91.346,1.137,0.879,0.92,2665,3e-05,a
932,101,3769,4293.722,1252.084,1008,8272,588.38,461.012,588.721,464.144,249.16,559,420,61,89,91.118,52.666,80.472,0.763,94.34,16183040,4160,0.105,0.514,100,16183040,3,570,507,57.995,57.417,1.73,0.578,0.942,2665,3e-05,a
933,102,1004,8299.394,2354.334,1872,12512,517.15,456.751,517.506,457.963,119.445,498,439,36,41,37.031,34.52,102.259,0.884,41.773,8332592,8912,-0.691,-0.396,100,8332592,3,512,439,101.041,35.587,1.073,0.932,0.957,2665,3e-05,a
934,103,3008,4170.351,1111.129,1248,8704,544.56,487.334,543.775,487.142,238.713,521,439,48,94,88.144,43.45,84.29,0.663,96.566,12544416,3920,1.277,2.479,100,12544416,3,525,532,74.381,46.979,2.029,0.493,0.893,2665,3e-05,a
935,104,5323,3476.088,1066.455,944,7552,1014.202,489.991,1014.465,492.015,346.987,975,440,87,112,93.208,72.713,92.245,0.556,114.14,18503216,3440,0.028,0.21,100,18503216,3,977,440,101.113,83.337,1.282,0.78,0.81,2665,3e-05,a
936,105,3494,4057.818,1101.428,1168,9024,633.285,482.208,633.232,482.273,251.139,595,441,70,83,83.692,53.155,56.357,0.696,87.864,14178016,4048,0.309,1.833,100,14178016,3,595,509,41.309,61.919,1.574,0.635,0.863,2665,3e-05,a
937,106,2641,4751.273,1363.443,1232,11488,169.157,486.439,171.62,487.762,252.668,132,442,74,86,93.261,36.056,139.633,0.52,110.259,12548112,4640,0.744,2.271,100,12548112,3,132,442,128.741,37.432,2.587,0.387,0.861,2665,3e-05,a
938,107,1780,4838.813,1290.867,1152,9744,685.738,482.207,684.902,482.442,192.641,664,455,56,62,64.665,35.048,51.955,0.603,67.676,8613088,5088,-0.753,1.09,100,8613088,3,664,505,34.16,46.607,1.845,0.542,0.791,2665,3e-05,a
939,108,1391,7553.955,2756.016,1328,12352,499.235,483.669,501.139,483.773,154.604,469,462,54,46,57.51,30.796,143.704,0.731,65.46,10507552,8208,-0.364,-1.025,100,10507552,3,469,471,145.582,31.059,1.867,0.535,0.946,2665,3e-05,a
940,109,3200,2943.65,727.683,1056,5408,31.411,509.566,30.917,509.776,321.783,0,470,89,96,81.607,49.926,49.687,0.388,107.075,9419680,3024,-0.527,0.633,100,9419680,3,1,534,34.729,77.779,1.635,0.612,0.588,2665,3e-05,a
941,110,6663,3314.075,748.885,1456,7904,465.694,517.257,466.863,517.446,321.34,409,471,118,91,115.538,73.427,161.742,0.811,118.377,22081680,3216,0.847,1.305,100,22081680,3,410,510,171.254,78.638,1.573,0.636,0.931,2665,3e-05,a
942,111,5591,3501.413,785.755,1040,7152,1207.803,514.91,1208.018,514.235,356.871,1143,479,136,74,114.024,62.432,7.6,0.552,137.463,19576400,3440,0.057,1.429,100,19576400,3,1143,510,8.366,72.97,1.826,0.548,0.792,2665,3e-05,a
943,112,2334,4691.846,1325.196,1248,8528,154.627,523.238,154.181,522.987,201.674,127,487,57,76,70.65,42.063,121.004,0.721,82.855,10950768,4576,0.125,0.2,100,10950768,3,136,487,113.471,45.134,1.68,0.595,0.943,2665,3e-05,a
944,113,6009,3047.317,841.834,880,6896,1122.444,561.638,1122.659,564.934,383.059,1082,495,90,129,105.83,72.294,84.136,0.515,132.966,18311328,3088,0.052,1.362,100,18311328,3,1105,495,105.709,85.032,1.464,0.683,0.756,2665,3e-05,a
945,114,7360,3946.502,1067.215,1008,8416,605.788,553.002,604.398,552.473,415.669,545,508,142,103,124.383,75.34,163.727,0.535,144.361,29046256,4000,-0.128,1.208,100,29046256,3,545,528,169.624,87.112,1.651,0.606,0.758,2665,3e-05,a
946,115,9036,3286.245,722.404,944,6864,408.374,569.313,407.863,569.109,409.809,335,517,144,105,139.741,82.331,154.947,0.676,157.889,29694512,3152,0.608,1.788,100,29694512,3,335,525,152.461,98.017,1.697,0.589,0.898,2665,3e-05,a
947,116,2627,4953.751,1697.474,1216,10864,205.455,588.192,206.953,593.231,286.79,180,520,48,126,117.929,28.363,105.556,0.401,128.655,13013504,4992,0.183,-0.014,100,13013504,3,185,520,101.659,36.102,4.158,0.241,0.798,2665,3e-05,a
948,117,6513,3659.19,909.113,1104,9456,530.212,587.189,532.798,588.06,330.555,478,532,104,108,112.797,73.518,133.563,0.749,119.281,23832304,3584,0.937,3.063,100,23832304,3,480,563,145.244,83.868,1.534,0.652,0.917,2665,3e-05,a
949,118,1518,4362.456,1236.154,1456,8352,18.033,564.309,18.922,563.845,185.001,0,535,55,53,48.361,39.965,149.258,0.557,65.46,6622208,4192,0.389,-0.023,100,6622208,3,1,535,145.582,46.542,1.21,0.826,0.903,2665,3e-05,a
950,119,5088,3069.811,648.331,1024,5184,316.528,580.353,317.417,579.547,285.488,276,536,85,92,88.982,72.804,42.722,0.784,103.31,15619200,3040,-0.247,0.875,100,15619200,3,290,628,62.939,78.021,1.222,0.818,0.928,2665,3e-05,a
951,120,2426,3945.629,1021.699,1072,8624,1221.866,570.378,1222.336,570.13,199.479,1186,547,69,57,56.691,54.487,6.744,0.766,69.354,9572096,3984,-0.227,1.264,100,9572096,3,1186,554,174.207,57.0,1.04,0.961,0.933,2665,3e-05,a
952,121,4090,2978.359,748.364,992,5664,258.289,599.406,258.211,601.293,264.83,225,551,65,97,94.125,55.326,97.855,0.733,97.739,12181488,2816,0.84,1.321,100,12181488,3,259,648,82.948,56.592,1.701,0.588,0.921,2665,3e-05,a
953,122,2351,3837.482,867.723,1184,8240,1262.147,590.957,1262.548,590.858,200.434,1236,551,43,74,74.997,39.914,83.595,0.735,77.201,9021920,3808,0.075,2.013,100,9021920,3,1252,625,73.443,43.0,1.879,0.532,0.954,2665,3e-05,a
954,123,1478,4773.846,1320.899,1584,8416,177.348,593.26,178.966,593.308,143.307,156,569,39,49,48.865,38.511,103.291,0.904,49.739,7055744,5040,-0.482,-0.22,100,7055744,3,169,571,120.174,39.0,1.269,0.788,0.964,2665,3e-05,a
955,124,2121,3207.634,610.254,1232,5168,32.021,600.037,31.979,599.985,196.138,0,577,75,50,71.975,37.52,11.057,0.693,76.485,6803392,3248,-0.44,1.086,100,6803392,3,0,611,11.31,42.317,1.918,0.521,0.899,2665,3e-05,a
956,125,5083,3628.26,1083.827,1136,12640,485.916,637.33,485.28,638.203,312.124,436,599,117,80,99.123,65.292,2.782,0.656,117.516,18442448,3632,1.371,7.156,100,18442448,3,436,629,174.629,70.923,1.518,0.659,0.894,2665,3e-05,a
957,126,4454,2705.476,488.736,944,4480,93.364,673.206,93.687,674.908,308.601,52,609,72,120,106.288,53.355,92.433,0.588,120.416,12050192,2688,-0.488,1.666,100,12050192,3,95,609,94.764,67.09,1.992,0.502,0.852,2665,3e-05,a
958,127,3656,3388.214,904.992,1040,10288,136.508,660.418,137.236,663.073,256.452,111,611,50,107,100.628,46.259,81.308,0.699,109.041,12387312,3216,1.475,5.116,100,12387312,3,125,718,78.896,50.0,2.175,0.46,0.937,2665,3e-05,a
959,128,2295,4290.879,1563.462,1456,12432,185.812,651.169,184.04,649.408,221.744,161,616,58,76,71.701,40.754,128.283,0.587,91.526,9847568,3744,1.684,3.455,100,9847568,3,168,616,123.864,51.174,1.759,0.568,0.819,2665,3e-05,a
960,129,5605,2626.615,574.196,912,5408,1165.927,671.387,1165.731,670.812,319.174,1115,623,93,99,101.119,70.575,130.291,0.691,116.692,14722176,2544,-0.169,0.634,100,14722176,3,1115,633,136.042,78.892,1.433,0.698,0.863,2665,3e-05,a
961,130,2522,4237.228,1150.751,1216,7120,1260.236,657.111,1259.471,657.612,247.193,1222,625,57,79,80.559,39.86,109.934,0.519,91.608,10686288,4272,-0.285,-0.246,100,10686288,3,1225,630,126.119,55.895,2.021,0.495,0.768,2665,3e-05,a
962,131,3468,3289.213,782.208,1136,7424,245.783,674.102,245.96,674.371,269.892,210,636,87,71,84.034,52.546,144.286,0.598,100.499,11406992,3152,0.518,1.937,100,11406992,3,210,647,148.841,62.657,1.599,0.625,0.8,2665,3e-05,a
963,132,3718,6012.88,1678.06,1312,12448,392.984,686.784,392.021,686.75,237.432,353,649,74,75,78.486,60.315,122.402,0.829,81.884,22355888,6000,-0.056,0.893,100,22355888,3,354,670,151.557,65.875,1.301,0.768,0.912,2665,3e-05,a
964,133,1259,4013.179,1328.582,1344,10336,347.864,695.253,347.631,694.849,137.585,325,674,44,39,45.343,35.353,171.954,0.836,49.93,5052592,3744,1.358,2.756,100,5052592,3,325,686,147.265,38.442,1.283,0.78,0.934,2665,3e-05,a
965,134,2552,6396.727,1658.158,1456,10560,136.069,734.342,137.016,733.625,288.687,100,686,92,98,112.234,28.951,54.608,0.385,111.826,16324448,6640,-0.441,0.065,100,16324448,3,104,782,38.1,48.091,3.877,0.258,0.663,2665,3e-05,a
966,135,6731,4260.01,1105.573,1072,7184,880.346,745.056,879.627,745.274,356.733,840,688,90,124,112.785,75.987,70.832,0.665,132.136,28674128,4416,-0.436,-0.365,100,28674128,3,840,812,50.528,84.257,1.484,0.674,0.88,2665,3e-05,a
967,136,3768,3567.758,1095.118,1024,6768,1256.537,743.802,1256.267,743.66,302.385,1219,695,60,103,90.132,53.228,98.284,0.518,108.467,13443312,3568,0.221,-0.589,100,13443312,3,1245,695,108.268,60.0,1.693,0.591,0.812,2665,3e-05,a
968,137,2172,3318.092,786.934,1376,6400,259.244,728.89,260.8,729.313,197.387,223,701,71,56,66.924,41.323,139.518,0.701,76.322,7206896,3184,0.979,1.883,100,7206896,3,223,723,158.477,46.933,1.62,0.617,0.877,2665,3e-05,a
969,138,2072,3492.903,1275.994,1232,10144,224.899,750.111,221.624,750.114,198.275,193,720,65,61,74.942,35.202,136.846,0.662,83.096,7237296,3072,1.42,2.052,100,7237296,3,194,726,140.371,38.786,2.129,0.47,0.905,2665,3e-05,a
970,139,2872,6618.446,1638.096,1984,12928,173.035,765.319,173.491,764.331,247.042,123,727,93,67,78.648,46.495,12.358,0.591,93.086,19008176,6416,0.32,0.488,100,19008176,3,123,776,2.463,50.78,1.692,0.591,0.843,2665,3e-05,a
971,140,6641,2601.215,556.186,912,5584,1179.169,776.091,1179.66,776.625,331.153,1129,729,104,95,100.541,84.101,145.834,0.761,112.645,17274672,2592,0.758,4.07,100,17274672,3,1131,740,144.758,91.725,1.195,0.836,0.905,2665,3e-05,a
972,141,4689,3927.951,846.664,1216,6432,934.934,796.388,934.76,796.655,296.424,898,733,65,122,110.532,54.013,102.747,0.671,122.589,18418160,3904,-0.162,0.053,100,18418160,3,929,733,95.618,64.554,2.046,0.489,0.903,2665,3e-05,a
973,142,1572,3806.412,1505.856,1664,12144,202.735,804.446,201.127,801.873,149.306,175,781,52,48,48.933,40.903,143.601,0.886,54.12,5983680,3504,1.738,5.291,100,5983680,3,175,795,163.909,41.012,1.196,0.836,0.972,2665,3e-05,a
974,143,3299,5164.081,1003.156,1312,8816,883.639,822.038,882.834,822.612,240.316,838,792,93,56,85.197,49.303,170.416,0.718,97.499,17036304,5008,0.364,0.432,100,17036304,3,840,813,158.962,52.865,1.728,0.579,0.972,2665,3e-05,a
975,144,6707,4416.763,1011.335,1088,8272,879.2,877.912,879.0,877.596,355.073,825,835,115,102,100.101,85.31,3.014,0.669,118.127,29623232,4576,-0.582,0.991,100,29623232,3,825,882,13.213,96.375,1.173,0.852,0.873,2665,3e-05,a
976,145,5939,3479.891,844.369,1104,6752,28.833,953.508,30.933,953.036,424.398,0,892,86,131,120.405,62.803,69.984,0.414,146.24,20667072,3264,1.046,1.487,100,20667072,3,2,1023,63.61,86.0,1.917,0.522,0.713,2665,3e-05,a
977,146,2155,5404.555,1498.534,1440,9312,61.55,982.462,60.154,982.509,210.818,41,943,42,80,71.387,38.436,92.763,0.609,83.241,11646816,5472,-0.176,0.027,100,11646816,3,56,943,106.04,40.427,1.857,0.538,0.866,2665,3e-05,a
978,147,731,5052.476,1997.707,1488,11168,358.681,1014.501,356.87,1015.32,133.18,329,997,52,26,52.368,17.773,12.019,0.518,54.781,3693360,4480,0.72,-0.054,100,3693360,3,329,1023,21.413,23.601,2.946,0.339,0.83,2665,3e-05,a
979,1,840,3166.21,510.081,1488,4320,112.738,11.504,112.274,11.371,109.314,92,0,40,25,41.263,25.92,172.705,0.883,41.437,2659616,3168,-0.229,-0.214,100,2659616,1,93,2,160.253,25.0,1.592,0.628,0.985,2661,0.0001,n
980,2,226,3664.85,853.069,1328,5504,712.982,4.301,712.948,4.025,65.711,698,0,29,10,27.763,10.364,178.614,0.658,29.017,828256,3824,-0.668,-0.031,100,828256,1,698,1,178.025,10.0,2.679,0.373,0.978,2661,0.0001,n
981,3,252,3362.222,435.734,2048,4256,1069.627,3.837,1069.582,3.675,77.306,1052,0,35,9,34.509,9.298,179.742,0.53,35.057,847280,3424,-0.531,0.126,100,847280,1,1052,0,176.73,9.0,3.712,0.269,0.982,2661,0.0001,n
982,4,1317,3166.105,451.724,1536,4272,1239.037,26.62,1239.068,26.845,131.27,1216,8,46,37,46.879,35.77,21.173,0.96,47.17,4169760,3216,-0.735,0.685,100,4169760,1,1217,36,21.125,36.224,1.311,0.763,0.984,2661,0.0001,n
983,5,652,2747.264,391.13,1600,3488,16.069,45.479,15.623,45.519,94.85,0,33,33,25,36.054,23.025,23.263,0.911,36.715,1791216,2784,-0.385,-0.611,100,1791216,1,0,55,29.358,23.401,1.566,0.639,0.985,2661,0.0001,n
984,6,1062,3670.825,577.26,1680,5360,1101.354,71.685,1101.308,72.006,116.666,1082,54,39,35,38.964,34.703,170.541,0.98,39.459,3898416,3712,-0.51,1.076,100,3898416,1,1082,67,171.254,35.0,1.123,0.891,0.98,2661,0.0001,n
985,7,1046,3653.201,589.76,1872,5040,1168.18,81.132,1168.51,80.959,115.504,1149,64,38,34,38.319,34.755,0.549,0.985,38.833,3821248,3712,-0.631,0.146,100,3821248,1,1149,77,168.111,34.0,1.103,0.907,0.987,2661,0.0001,n
986,8,840,2796.686,341.55,1584,3600,103.996,80.251,104.41,80.541,105.455,86,65,35,31,38.389,27.86,148.065,0.949,39.115,2349216,2848,-0.724,0.805,100,2349216,1,87,70,147.529,28.174,1.378,0.726,0.982,2661,0.0001,n
987,9,814,2778.516,433.934,1504,3792,1045.932,100.253,1045.897,100.498,101.715,1030,84,32,33,32.71,31.685,70.257,0.989,33.541,2261712,2832,-0.416,-0.231,100,2261712,1,1043,117,79.695,31.752,1.032,0.969,0.982,2661,0.0001,n
988,10,816,2699.569,347.753,1568,3632,1229.475,108.331,1229.522,108.297,102.394,1212,93,34,31,34.781,29.872,149.6,0.978,35.0,2202848,2704,-0.214,0.019,100,2202848,1,1215,98,143.13,29.963,1.164,0.859,0.98,2661,0.0001,n
989,11,18,1676.444,263.568,1184,2000,127.278,156.222,127.255,156.446,17.547,125,152,4,8,7.927,2.891,69.396,0.735,8.246,30176,1776,-0.435,-1.15,100,30176,1,126,160,75.964,3.13,2.742,0.365,0.923,2661,0.0001,n
990,12,927,3145.165,480.61,1584,4272,152.652,173.459,152.593,174.02,109.752,134,157,37,33,36.409,32.417,177.821,0.967,37.121,2915568,3200,-0.473,-0.105,100,2915568,1,134,172,175.365,33.0,1.123,0.89,0.975,2661,0.0001,n
991,13,944,2817.153,379.357,1568,3760,350.273,187.359,350.122,187.729,111.659,335,167,31,40,40.176,29.917,107.816,0.951,40.792,2659392,2832,-0.492,0.25,100,2659392,1,346,167,101.31,30.559,1.343,0.745,0.978,2661,0.0001,n
992,14,1070,3742.699,587.377,1904,5184,236.521,189.948,236.813,189.955,118.416,215,173,42,33,42.404,32.128,167.163,0.959,43.174,4004688,3840,-0.508,0.235,100,4004688,1,215,186,166.608,32.571,1.32,0.758,0.982,2661,0.0001,n
993,15,589,3264.272,538.849,1712,4576,222.643,231.334,222.534,231.902,91.319,205,220,35,22,35.531,21.107,168.85,0.888,36.139,1922656,3328,-0.481,-0.016,100,1922656,1,205,227,165.579,21.548,1.683,0.594,0.968,2661,0.0001,n
994,16,558,2601.978,378.638,1472,3616,191.31,234.797,191.97,235.144,90.924,176,222,34,26,31.718,22.399,160.495,0.848,35.171,1451904,2624,-0.326,-0.206,100,1451904,1,176,231,165.174,23.297,1.416,0.706,0.935,2661,0.0001,n
995,17,775,4935.866,1081.876,2416,7248,208.726,261.931,208.412,260.992,108.154,193,243,30,39,42.919,22.991,115.13,0.833,41.881,3825296,4944,-0.068,-0.829,100,3825296,1,195,246,123.311,22.841,1.867,0.536,0.956,2661,0.0001,n
996,18,328,4658.488,679.761,2928,6624,230.851,252.747,231.228,252.977,64.635,220,243,21,20,20.748,20.128,173.739,0.987,21.378,1527984,4608,0.186,-0.238,100,1527984,1,220,250,169.216,20.0,1.031,0.97,0.976,2661,0.0001,n
997,19,1018,3048.974,419.507,1664,3888,268.522,287.194,268.547,287.598,116.147,250,268,36,38,42.293,30.647,50.281,0.948,42.438,3103856,3088,-0.659,0.322,100,3103856,1,256,304,55.561,30.406,1.38,0.725,0.983,2661,0.0001,n
998,20,658,2784.219,389.396,1616,3888,59.271,286.822,59.484,287.037,93.268,45,271,29,31,33.33,25.136,129.249,0.951,34.132,1832016,2768,-0.084,0.046,100,1832016,1,50,272,121.827,25.456,1.326,0.754,0.974,2661,0.0001,n
999,21,845,2852.431,436.806,1520,4000,163.864,302.393,164.233,302.332,104.86,146,286,35,32,36.874,29.177,36.155,0.966,37.202,2410304,2912,-0.367,-0.163,100,2410304,1,148,313,36.254,28.991,1.264,0.791,0.981,2661,0.0001,n
1000,22,728,2611.56,333.485,1600,3584,12.08,345.826,11.673,345.864,99.176,0,330,27,32,32.981,28.104,89.562,0.93,33.615,1901216,2640,-0.191,-0.022,100,1901216,1,3,330,112.751,27.0,1.174,0.852,0.997,2661,0.0001,n
1001,23,798,3019.569,425.701,1632,4080,177.707,353.009,177.824,353.06,105.041,160,337,35,32,40.277,25.226,37.462,0.909,40.224,2409616,3088,-0.629,0.215,100,2409616,1,161,364,34.875,25.491,1.597,0.626,0.982,2661,0.0001,n
1002,24,1148,3105.436,391.674,1728,3840,60.32,368.28,60.624,368.18,130.849,41,347,40,43,48.686,30.023,53.181,0.843,51.614,3565040,3168,-0.915,0.849,100,3565040,1,49,389,54.462,31.727,1.622,0.617,0.963,2661,0.0001,n
1003,25,974,3687.244,701.144,1552,5664,700.48,387.223,701.224,387.471,111.636,683,370,35,35,35.894,34.55,115.172,0.982,36.62,3591376,3744,-0.208,-0.062,100,3591376,1,690,372,124.992,34.883,1.039,0.963,0.98,2661,0.0001,n
1004,26,1123,3260.039,486.216,1664,4512,111.788,397.798,111.985,398.191,119.848,93,378,37,40,39.564,36.14,114.332,0.982,40.311,3661024,3296,-0.522,0.692,100,3661024,1,108,378,97.125,36.672,1.095,0.913,0.979,2661,0.0001,n
1005,27,1732,3671.732,603.684,1616,5024,444.665,408.264,444.501,408.125,149.047,419,386,50,44,50.209,43.921,1.536,0.98,50.804,6359440,3776,-0.83,0.516,100,6359440,1,419,413,10.204,44.0,1.143,0.875,0.986,2661,0.0001,n
1006,28,781,2556.23,358.449,1520,3984,208.385,418.348,208.563,418.39,99.901,193,402,30,33,33.752,29.462,115.694,0.983,34.482,1996416,2528,0.419,1.402,100,1996416,1,200,403,119.539,29.963,1.146,0.873,0.982,2661,0.0001,n
1007,29,816,3414.569,506.976,1840,4544,22.31,444.967,22.155,445.097,102.597,6,429,32,33,33.824,30.716,134.683,0.974,34.409,2786288,3440,-0.488,0.05,100,2786288,1,7,436,144.462,30.4,1.101,0.908,0.978,2661,0.0001,n
1008,30,486,2962.864,352.695,1888,3824,9.37,467.253,9.179,467.304,84.366,0,451,21,30,29.473,20.995,110.436,0.858,31.953,1439952,2976,-0.166,-0.039,100,1439952,1,1,451,110.136,21.0,1.404,0.712,0.991,2661,0.0001,n
1009,31,1021,3403.158,399.788,1888,4320,104.392,489.227,104.514,489.556,114.488,87,471,34,37,38.0,34.21,80.454,0.979,38.897,3474624,3488,-1.065,1.272,100,3474624,1,99,508,72.031,34.0,1.111,0.9,0.984,2661,0.0001,n
1010,32,888,2925.568,461.065,1568,4112,40.35,499.518,40.715,499.893,109.587,26,479,29,40,40.657,27.809,107.571,0.929,41.785,2597904,2928,-0.153,-0.145,100,2597904,1,33,480,111.038,28.619,1.462,0.684,0.984,2661,0.0001,n
1011,33,661,2691.34,382.939,1616,3808,70.765,496.719,70.882,496.744,93.309,58,480,26,33,33.611,25.04,102.496,0.954,34.205,1778976,2736,-0.27,0.054,100,1778976,1,66,480,105.255,25.691,1.342,0.745,0.974,2661,0.0001,n
1012,34,303,3602.271,601.15,2048,4688,5.431,498.444,5.349,498.508,72.992,0,484,12,31,30.457,12.667,85.289,0.715,31.145,1091488,3632,-0.396,-0.607,100,1091488,1,1,515,84.472,12.0,2.405,0.416,0.993,2661,0.0001,n
1013,35,780,5165.108,1036.312,2368,7200,150.854,515.187,150.83,515.469,100.161,136,498,30,34,33.76,29.417,94.823,0.977,34.525,4028784,5232,-0.32,-0.462,100,4028784,1,146,498,100.008,30.0,1.148,0.871,0.979,2661,0.0001,n
1014,36,550,3050.153,525.821,1744,4144,22.929,534.796,23.23,534.802,84.418,8,523,29,24,29.529,23.715,18.335,0.97,30.083,1677584,3120,-0.353,-0.841,100,1677584,1,9,541,21.448,23.717,1.245,0.803,0.977,2661,0.0001,n
